dimhash	segments	segt
0x1e7c743c88c71c8296b152539fbc38a6	RelatedPartyTransaction=LivingstonAssetManagement;	0
0x1420c5bcaf85ec95cb0e1f2d10f3a79c	BusinessAcquisition=TexasWyomingDrillingInc;	0
0xf0415e24a622edb479313b5b049a2974	DefinedBenefitPlanByPlanAssetCategories=FixedIncomeFunds;RetirementPlanType=OtherPostretirementBenefitPlansDefinedBenefit;	0
0x0ca4623a3cbcc1e9b3920d125907dd2d	PropertyPlantAndEquipmentByType=EquipmentIncludingCapitalizedSoftware;	0
0x87ff43baf493dee8761db86508c3fd2c	AwardType=RestrictedStock;TitleOfIndividual=ParticipantsWithoutServiceRequirement;	0
0xf5f01746e510d569fe54f408f1e04eaf	AwardType=RestrictedStock;RetirementPlanType=ParticipantsWithServiceRequirement;	0
0xe04e030e91efee38a67a77059dd586c4	ScheduleOfEquityMethodInvestmentEquityMethodInvesteeName=JointVentureInvestments;	0
0xbd4e25c9eef6eee8768a4ad8e196d5ec	DebtInstrument=ConstructionLoan;LineOfCreditFacility=UrbanDevelopmentCenterCoLtd;	0
0xeff4f8001e801a4dbeddf3af779cd667	DerivativeInstrumentRisk=ForwardContractsHeldToPurchaseForeignCurrencies;HedgingDesignation=Nondesignated;	0
0x58a610fbb4de48d137393120075fd303	ConsolidatedEntities=GroupOfSubsidiaries;DebtInstrument=DebtWithCovenants;	0
0x15af8c9f65e620b1e8f1143973d36d95	FiniteLivedIntangibleAssetsByMajorClass=ConsultantList;	0
0xbd36a51ed68115cbe9c8e79fd42d8cdc	AwardType=PerformanceSharesTsr;PlanName=TwoThousandSixteenEquityIncentivePlan;Vesting=PerformanceBased;	0
0x06243cb1e11ac2a6cafcbd3372bd9efe	DebtInstrument=Sept252017;	0
0x1eaaecf5c5c119aa308d9d398a3eee48	BusinessSegments=FreshLemons;	0
0x472e1c8831a66eb52a7da8e94a19749e	DefinedBenefitPlanByPlanAssetCategories=PooledFunds;FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;RetirementPlanType=PensionPlansDefinedBenefit;	0
0x6de96d545cd753bc901a5d5a56e6f76b	BusinessSegments=TotalAgriBusiness;	0
0x89b52ee6b7d7f4b5b9643bd8f3b8698c	BusinessSegments=Avocados;	0
0x98846452fb25f6632ab6afe90b7d51eb	DefinedBenefitPlanByPlanAssetCategories=PooledFunds;RetirementPlanType=PensionPlansDefinedBenefit;	0
0xce45a4c18a167604dbaee0d94e223591	DefinedBenefitPlanByPlanAssetCategories=PooledFunds;FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;RetirementPlanType=PensionPlansDefinedBenefit;	0
0xe73be5b7b1013b002252e342e86e1256	BusinessSegments=LemonPacking;	0
0xb8141d5dfa48ddd6253672baa58fe70e	SubsidiarySaleOfStock=OverAllotmentOption;TypeOfArrangement=UnderwritersAgreement;	0
0x92d84a6f7c5e5b9574f0867da2de1501	TypeOfArrangement=AdministrativeServicesAgreement;	0
0xbfa86adf86eafe51e0ac286cc74ef7d5	BalanceSheetLocation=OtherNoncurrentLiabilities;Currency=EUR;DerivativeInstrumentRisk=CrossCurrencyInterestRateContract;HedgingDesignation=Nondesignated;	0
0xe71f356981bde7975c7373cc66dab43d	RestructuringPlan=ProjectRefuel;	0
0xa22e30acb9a382e5fa456a02a6c130f4	BusinessSegments=EuropeMiddleEastAndAfricaSegments;	0
0xd8dc993c6dc72c47a262cbbbe22b121d	DebtInstrument=FarmerMacNotesPayable;	0
0x73942eaf7306ccb1b1f79a6d35f521b1	RetirementPlanType=PensionPlan;	0
0x86832855579b295ef8ba7225961b9ded	DefinedBenefitPlanByPlanAssetCategories=InternationalEquitiesOnly;	0
0xdb40642387343e0f5479a93d2711f3bd	PlanName=ExecutiveRetirementPlans;	0
0xc01743e0382d29db412cca567b2f1cbc	RetirementPlanType=OnePercentIncreaseInHealthcareCostTrendRate;	0
0xd05695d05e0d05c965e941426df2e55a	RetirementPlanType=OnePercentDecreaseInHealthcareCostTrendRate;	0
0x91dfdad54c17a4a5ee3eb7945f7d8707	FiniteLivedIntangibleAssetsByMajorClass=MobileApplicationProduct;	0
0x18d441c9387de576d1e7ce1310687bfb	MortgageLoansOnRealEstateDescriptionTypeOfProperty=RetailSite;RealEstateAndAccumulatedDepreciationDescriptionOfProperty=StamfordCTHighRidgeCenter;	0
0x5edfa721fbeb2c68d9ff9f6b2635d2e3	MortgageLoansOnRealEstateDescriptionTypeOfProperty=RetailSite;RealEstateAndAccumulatedDepreciationDescriptionOfProperty=FortLeeNJ;	0
0x325951dda029ead7198591fc6f635f4f	MortgageLoansOnRealEstateDescriptionTypeOfProperty=RetailSite;RealEstateAndAccumulatedDepreciationDescriptionOfProperty=WyckoffNJ;	0
0x3b11f3164867d5256ad8fa8ffffbde2e	MortgageLoansOnRealEstateDescriptionTypeOfProperty=RetailSite;RealEstateAndAccumulatedDepreciationDescriptionOfProperty=DumontNJWashingtonCommons;	0
0x4d351e43b18d9e3a80119f1be5b61d3f	MortgageLoansOnRealEstateDescriptionTypeOfProperty=RetailSite;RealEstateAndAccumulatedDepreciationDescriptionOfProperty=MidlandPark;	0
0x5a8c32d9f91c87ff33383ae97387fad3	MortgageLoansOnRealEstateDescriptionTypeOfProperty=RetailSite;RealEstateAndAccumulatedDepreciationDescriptionOfProperty=StamfordCtNewfield;	0
0x839eaca04530765c27190e9741186856	MortgageLoansOnRealEstateDescriptionTypeOfProperty=RetailSite;RealEstateAndAccumulatedDepreciationDescriptionOfProperty=StamfordCTHighRidge;	0
0x7dfe39d71cda45696fc5d0aa67689b8a	MortgageLoansOnRealEstateDescriptionTypeOfProperty=RetailSite;RealEstateAndAccumulatedDepreciationDescriptionOfProperty=HarrisonNY;	0
0xc194f31731fc50d77eb73df06da23816	MortgageLoansOnRealEstateDescriptionTypeOfProperty=RetailSite;RealEstateAndAccumulatedDepreciationDescriptionOfProperty=StamfordCTHighRidgeChase;	0
0xa20c9bea0f8a6162b5568342f77c6007	MortgageLoansOnRealEstateDescriptionTypeOfProperty=RetailSite;RealEstateAndAccumulatedDepreciationDescriptionOfProperty=BriarcliffNY1;	0
0xa24793f2d489bdf7f9ee3c562ae25241	MortgageLoansOnRealEstateDescriptionTypeOfProperty=RetailSite;RealEstateAndAccumulatedDepreciationDescriptionOfProperty=PassaicNJVanHouten;	0
0xc909f954c21d0d38e0b3eee839e95946	MortgageLoansOnRealEstateDescriptionTypeOfProperty=RetailSite;RealEstateAndAccumulatedDepreciationDescriptionOfProperty=ChesterNj;	0
0xf1ae52a25a8ddce1fe14a0ecb7cfb5c4	MortgageLoansOnRealEstateDescriptionTypeOfProperty=RetailSite;RealEstateAndAccumulatedDepreciationDescriptionOfProperty=KinnelonNJ;	0
0xd3b7114018f336b2bdc2a8ad81524d95	MortgageLoansOnRealEstateDescriptionTypeOfProperty=RetailSite;RealEstateAndAccumulatedDepreciationDescriptionOfProperty=DerbyCTAldi;	0
0xfa59cc74cd5ebf44f4e1feb99174c12c	MortgageLoansOnRealEstateDescriptionTypeOfProperty=RetailSite;RealEstateAndAccumulatedDepreciationDescriptionOfProperty=StamfordCTHighRidgeCVS;	0
0xe5f6c2709d42f447e124113d038915be	MortgageLoansOnRealEstateDescriptionTypeOfProperty=RetailSite;RealEstateAndAccumulatedDepreciationDescriptionOfProperty=WaldwickNJWaldwickPlaza;	0
0xe73d103fa6ca2fe770141950eeb7ea9b	MortgageLoansOnRealEstateDescriptionTypeOfProperty=RetailSite;RealEstateAndAccumulatedDepreciationDescriptionOfProperty=PomptonLakesNJ;	0
0x65d6b6ca9653770ac4a98b84425b14d6	DerivativeInstrumentRisk=StockOption;TitleOfIndividual=ChiefFinancialOfficer;	0
0x41f711681108b5c513bee2dd44d07d89	Range=Maximum;TitleOfIndividual=ThreeEmployees;	0
0x2c57445d33fbc8da4022e7fc61084f9d	Range=Minimum;TitleOfIndividual=ThreeEmployees;	0
0xe61e5f461bbea0877a888df0be493cfd	DebtInstrument=Mortgages1;LongtermDebtType=NotesPayableOtherPayables;	0
0x561e23161283670fa40c7a31a3de2cc2	TitleOfIndividual=ServiceProvider;	0
0x50efe51f140745c1018a895ad07d90bd	PropertyPlantAndEquipmentByType=SoftwareAndRelated;	0
0x1bb0b6cd884ef5cf04ac946ffa9b0472	LitigationCase=QuiTamLawsuits;LitigationStatus=PendingLitigation;	0
0x5c40b994e914ee0399f35b34eeea4beb	MajorCustomers=Clipstream;	0
0x57d665469bb1828d78a0089957e6b57a	MajorCustomers=PlayMPE;	0
0x052d711145de39b6c887738f2ebebc02	BusinessSegments=Gillette;	0
0xc060ac897eafb2c3fde3b9a57d24f470	DefinedBenefitPlanByPlanAssetCategories=FixedIncomeFunds;RetirementPlanSponsorLocation=ForeignPlan;	0
0x87d208342f4a6797e2208bca2e290238	FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;FairValueByMeasurementBasis=EstimateOfFairValueFairValueDisclosure;LongtermDebtType=SeniorandSeniorSubordinatedNotes;	0
0xe620bfb524bc51ea3a49be8dfc0c799f	FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;FairValueByMeasurementBasis=CarryingReportedAmountFairValueDisclosure;LongtermDebtType=SeniorandSeniorSubordinatedNotes;	0
0x5b021e23a0a74801f9b18acc88e288c8	AwardType=PerformanceShareUnits;SubsequentEventType=SubsequentEvent;	0
0x02489baa1edd862612fe1259d069cdaa	AwardType=PerformanceShareUnits;EquityComponents=CommonStock;	0
0xfd195a005e6c8611661fdd98422e089c	IncomeTaxAuthority=DomesticCountry;IncomeTaxAuthorityName=CanadaRevenueAgency;TaxPeriod=ExpiringIn2037;	0
0x111ed827a1d4109ae07f5f56ed6786b4	AwardType=PerformanceShareUnits;EquityComponents=AdditionalPaidInCapital;	0
0x917bf5920ee690836c7fe816383736a5	IncomeTaxAuthority=ForeignCountry;IncomeTaxAuthorityName=InternalRevenueServiceIRS;TaxPeriod=ExpiringIn2037;	0
0x09d0be3118a26b30baf6bf2513a97303	DefinedBenefitPlanByPlanAssetCategories=MortgageBackedSecuritiesIssuedByUSGovernmentSponsoredEnterprises;RetirementPlanSponsorLocation=ForeignPlan;	0
0x252714aeb6fff5ddc591d970ce1fc46b	DefinedBenefitPlanByPlanAssetCategories=EquitySecurities;Range=Minimum;RetirementPlanSponsorLocation=ForeignPlan;	0
0x2ba6c524c12d28ca1e29a2b202a60e2c	DefinedBenefitPlanByPlanAssetCategories=AlternativeInvestments;Range=Minimum;RetirementPlanSponsorLocation=ForeignPlan;	0
0x2c321a318a82d2c1c80a0502cece5361	DebtInstrument=TwoPointSixFivePercentSeniorNotesDueTwoThousandTwentyTwo;	0
0x0d0f1a1a15559d2620ad491c638f70d1	DefinedBenefitPlanByPlanAssetCategories=USTreasuryAndGovernment;FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;RetirementPlanSponsorLocation=ForeignPlan;	0
0x17471d011c60f2e68368f8a97f82af82	DefinedBenefitPlanByPlanAssetCategories=AlternativeInvestments;Range=Maximum;RetirementPlanSponsorLocation=ForeignPlan;	0
0x44c1f153c501dcc3ab4bc41372b409f3	DefinedBenefitPlanByPlanAssetCategories=RealEstate;RetirementPlanSponsorLocation=ForeignPlan;	0
0x2d6495a4f96e5ee9f4e6b0d653002c4e	FairValueByFairValueHierarchyLevel=FairValueInputsLevel3;RetirementPlanSponsorLocation=ForeignPlan;	0
0x5362cd3fcb913d6e5cddcb089a69305a	DefinedBenefitPlanByPlanAssetCategories=USTreasuryAndGovernment;FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;RetirementPlanSponsorLocation=ForeignPlan;	0
0x329c5ce999bc115887380bf40dd7ac5c	DefinedBenefitPlanByPlanAssetCategories=CashAndCashEquivalents;FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;RetirementPlanSponsorLocation=ForeignPlan;	0
0x40d14be18a866c420a85bedae1b6d484	DefinedBenefitPlanByPlanAssetCategories=USTreasuryAndGovernment;RetirementPlanType=DefinedBenefitPostretirementHealthCoverage;	0
0x71d21a9bf29bb586f231d04b4acf582d	DefinedBenefitPlanByPlanAssetCategories=DebtSecurities;Range=Minimum;RetirementPlanSponsorLocation=ForeignPlan;	0
0x663c8c09534f8282cd343b2c44cd2970	DefinedBenefitPlanByPlanAssetCategories=CorporateDebtSecurities;FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;RetirementPlanSponsorLocation=ForeignPlan;	0
0x68d9baffba8d863c5ad22fc361429e09	DefinedBenefitPlanByPlanAssetCategories=DebtSecurities;Range=Maximum;RetirementPlanSponsorLocation=ForeignPlan;	0
0x9912ce8725a0aa9bc02cd1b29d5da311	FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;RetirementPlanSponsorLocation=ForeignPlan;	0
0x7a988689cffa803bf6f119ca6a171f57	DefinedBenefitPlanByPlanAssetCategories=MortgageBackedSecuritiesIssuedByUSGovernmentSponsoredEnterprises;FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;RetirementPlanSponsorLocation=ForeignPlan;	0
0x9da42346495d62a1f97909f336dc97e3	DefinedBenefitPlanByPlanAssetCategories=AlternativeInvestments;RetirementPlanSponsorLocation=ForeignPlan;	0
0x925c2293f9cec6ad5dc45c3b2525fafd	DefinedBenefitPlanByPlanAssetCategories=EquitySecurities;Range=Maximum;RetirementPlanSponsorLocation=ForeignPlan;	0
0xae3c7aae702f4ae2baf6a153c0a4c369	DefinedBenefitPlanByPlanAssetCategories=CashAndCashEquivalents;Range=Minimum;RetirementPlanSponsorLocation=ForeignPlan;	0
0xcafca1107528ea317b93781272c87502	DefinedBenefitPlanByPlanAssetCategories=PrivateEquityFunds;FairValueByFairValueHierarchyLevel=FairValueInputsLevel3;RetirementPlanSponsorLocation=ForeignPlan;	0
0x99d9486b8083e7a477e2589a0570aaa0	DefinedBenefitPlanByPlanAssetCategories=CashAndCashEquivalents;Range=Maximum;RetirementPlanSponsorLocation=ForeignPlan;	0
0xe06c50775c133dd7be892f19c2cd4ad8	DefinedBenefitPlanByPlanAssetCategories=CorporateDebtSecurities;RetirementPlanSponsorLocation=ForeignPlan;	0
0xe36deb074b73b5cac34edd0694dc396f	DefinedBenefitPlanByPlanAssetCategories=RealEstate;FairValueByFairValueHierarchyLevel=FairValueInputsLevel3;RetirementPlanSponsorLocation=ForeignPlan;	0
0xe581489dda605395340639eddbc7b141	DefinedBenefitPlanByPlanAssetCategories=PrivateEquityFunds;RetirementPlanSponsorLocation=ForeignPlan;	0
0xf74b9f3e0092fc750cb96523000b16ff	FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;RetirementPlanSponsorLocation=ForeignPlan;	0
0xf85d79c2dcca8185686a196308819bd3	DefinedBenefitPlanByPlanAssetCategories=CashAndCashEquivalents;FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;RetirementPlanSponsorLocation=ForeignPlan;	0
0xe5d2d2e88e88518a11293d7dda85c50a	DefinedBenefitPlanByPlanAssetCategories=USTreasuryAndGovernment;RetirementPlanSponsorLocation=ForeignPlan;	0
0x40de6005c57c6863d39579c13b28f890	AwardType=RestrictedStockUnitsNotSubjectToMarketorPerformanceConditions;	0
0xbf3e3b735bc012d8ff4591683e4a47a7	DerivativeInstrumentRisk=ForeignExchangeForward;ForeignExchangeContractsToPurchaseCurrencies=ForeignExchangeContractsToPurchaseSingaporeDollarsWithUnitedStatesDollarsMember;HedgingDesignation=Nondesignated;Position=Short;	0
0xdd331bf764d291adf78a54346695be4c	AwardType=RestrictedStockUnitsSubjectToMarketorPerformanceConditions;	0
0xc1a4cf5ebec33156b3cd091c79e8f7a8	ForeignExchangeContractsToPurchaseCurrencies=ForeignExchangeContractsToPurchaseSingaporeDollarsWithUnitedStatesDollarsMember;	0
0x21f3e14a9118545c82f7fc637b2b39d4	Range=Minimum;SpecialCharges=GE_Project;	0
0x4bc203a2c9610415b98cb60f01a490f2	Range=Maximum;SpecialCharges=GE_Project;	0
0xda859e95c726c202d81d88df626e5976	DebtInstrument=ThreePointOneFiveNotesDueOnTwoThousandTwentyFour;LongtermDebtType=NotesPayableOtherPayables;	0
0x0101f636e1eeb236f2dabf42559ce1df	GeographicalAreas=CountryOfDomicile;	0
0x16c676f16329b4e9d0dddd79182478ea	CarryingAmountAccumulatedDepreciationAmortisationAndImpairmentAndGrossCarryingAmount=GrossCarryingAmount;ClassesOfPropertyPlantAndEquipment=Land;	0
0x17ee725d1a7739518b2de6c1ad02667f	CarryingAmountAccumulatedDepreciationAmortisationAndImpairmentAndGrossCarryingAmount=GrossCarryingAmount;ClassesOfIntangibleAssetsAndGoodwill=Goodwill;	0
0x1ea968806299d7cfcfec608a53656d2e	ClassesOfShareCapital=OrdinaryShares;	0
0x288ab079b79424bb7fea82a3f693b2f5	GeographicalAreas=ForeignCountries;	0
0x3402bf640f0287ada8973c2d97fd81da	ClassesOfPropertyPlantAndEquipment=Machinery;	0
0x3a5fc92f0eb7586148767c428d7b3946	CarryingAmountAccumulatedDepreciationAmortisationAndImpairmentAndGrossCarryingAmount=AccumulatedImpairment;ClassesOfPropertyPlantAndEquipment=Buildings;	0
0x4ed8fbdef33f14a28d7481687d618721	Maturity=LaterThanOneMonthAndNotLaterThanThreeMonths;	0
0x3ec692d514aef921072b29deb8ce48b3	ComponentsOfEquity=TreasuryShares;	0
0x5ebdf3a7ad849d4f0e4aba23a4e69028	GeographicalAreas=FR;	0
0x65965976234caf0cd734b248abf3dbc0	ContinuingAndDiscontinuedOperations=DiscontinuedOperations;	0
0x707e3370f5e8cf6ab21847eedb4ddd1e	Maturity=LaterThanTwoYearsAndNotLaterThanThreeYears;	0
0x64fd607cef000a5ae408b1365877692f	GeographicalAreas=OtherCountries;	0
0x79a30e4cf9da7093e9fd93bb522a6bdf	ClassesOfIntangibleAssetsOtherThanGoodwill=BrandNames;	0
0x80c216b571e156a3b04e60a134f302aa	ClassesOfIntangibleAssetsAndGoodwill=Goodwill;	0
0x825195cd5073e875d2ad7d37c1ed3ae2	GeographicalAreas=GB;	0
0x8f268e9e57edda1a6bb6f3e3fe637ee1	GeographicalAreas=US;	0
0x93d773b911ef2afbae65e58294b2a6a1	Maturity=LaterThanFiveYearsAndNotLaterThanSixYears;	0
0x8b008da79658b27299466bafab0a1376	ClassesOfPropertyPlantAndEquipment=Buildings;	0
0xae78f1b10834cef84b30c58dd3103fe1	Maturity=NotLaterThanOneMonth;	0
0xb7ea89c6dd8e7169e0f1eefc9eaf07d7	CarryingAmountAccumulatedDepreciationAmortisationAndImpairmentAndGrossCarryingAmount=GrossCarryingAmount;ClassesOfIntangibleAssetsAndGoodwill=IntangibleAssetsOtherThanGoodwill;	0
0xb89fa922f69216167bc474482a6ae972	CarryingAmountAccumulatedDepreciationAmortisationAndImpairmentAndGrossCarryingAmount=AccumulatedImpairment;	0
0xb142e9b004f0d5ee43df613485fd2ef6	ClassesOfPropertyPlantAndEquipment=Land;	0
0xbc6148a594542a9ac46511d1d5bc6b09	CarryingAmountAccumulatedDepreciationAmortisationAndImpairmentAndGrossCarryingAmount=AccumulatedImpairment;ClassesOfPropertyPlantAndEquipment=Machinery;	0
0xcb54d3a34e56bf018861e4bb3c260ea1	Maturity=LaterThanThreeYearsAndNotLaterThanFourYears;	0
0xbd54e153bb4b6b8acc02eb3bb8fe88e6	CarryingAmountAccumulatedDepreciationAmortisationAndImpairmentAndGrossCarryingAmount=AccumulatedImpairment;ClassesOfPropertyPlantAndEquipment=Land;	0
0xdc7b62d0ab1ee42ae3b6229fc4a9e1fb	CarryingAmountAccumulatedDepreciationAmortisationAndImpairmentAndGrossCarryingAmount=GrossCarryingAmount;ClassesOfPropertyPlantAndEquipment=Machinery;	0
0xf5bd7655ad7a1dfc706ffdf25484a51f	ClassesOfIntangibleAssetsAndGoodwill=IntangibleAssetsOtherThanGoodwill;	0
0xf94223f4644ab33a53c746fcfd2e4244	Maturity=LaterThanFourYearsAndNotLaterThanFiveYears;	0
0xff0d54e2910897dd8c82a5a950bc0c05	CarryingAmountAccumulatedDepreciationAmortisationAndImpairmentAndGrossCarryingAmount=GrossCarryingAmount;ClassesOfPropertyPlantAndEquipment=Buildings;	0
0xffc64c87e1b8b13a68dfd2b04fd84a0d	CategoriesOfRelatedParties=KeyManagementPersonnelOfEntityOrParent;	0
0x42ce99cc4c7eac0cfbdf00dbf3dbc093	SecuritiesLoanedType=ObligationToReturnSecuritiesReceivedAsCollateral;	0
0x8255bf85f6bd1d1e9f503a433bf6c952	AwardType=RestrictedStockandRestrictedStockUnits;PlanName=DeferredCompensationPlan;	0
0xcf5584190f2ef6d95c8b9ee3fa9b4d06	SecuritiesBorrowedType=SecuritiesReceivedAsCollateral;	0
0xcdcd4c08d7668873a448577e7f3797c0	CreditFacility=CommittedAdvances;ScheduleOfEquityMethodInvestmentEquityMethodInvesteeName=JefferiesFinanceLlc;	0
0x766fd7c8794a88447930c7c659dd9749	CreditFacility=RevolvingCreditFacility;LongtermDebtType=LineOfCredit;Range=Minimum;VariableRate=AlternativeBaseRate;	0
0x24d16b4602371d311dee18da7ee39c45	CreditFacility=RevolvingCreditFacility;LongtermDebtType=LineOfCredit;Range=Maximum;VariableRate=AlternativeBaseRate;	0
0x139d0d6cde0a8896aef7927298aaf98a	LegalEntity=HealthwiseGourmetCoffeesLLC;	0
0xaaa5fcd14f71416ddf9a2f783e880917	Ownership=AgrinaturalLLC;	0
0xec607afe3c95b8974d577b7677737658	FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;FairValueByMeasurementFrequency=FairValueMeasurementsRecurring;FinancialInstrument=ShortTermInvestments;	0
0x512333368d947b84df61b5a91c033671	DefinedBenefitPlanByPlanAssetCategories=OpportunisticFunds;Range=Minimum;	0
0x5bcd00af503c5324de914030583b7ec7	DebtInstrument=TwoThousandTwentyFive;	0
0x40bd459d0a800ab54a6014f54c6f7f3a	RetirementPlanType=PostretirementBenefitCost;	0
0xc0075e1c0923eeaf4e42d747ec845e75	DefinedBenefitPlanByPlanAssetCategories=OpportunisticFunds;Range=Maximum;	0
0xbbd26da1592144b44e9e98a7b633340b	DebtInstrument=TwoThousandFortySeven;	0
0xfe0531702703e8b6651d90b265aa7b4f	RetirementPlanType=PensionandOtherPostretirementbenefitplans;	0
0x6ca0b5409d4dc4b3a9788cb65583fa3d	ConsolidatedEntities=VariableInterestEntityAndSubsidiaries;	0
0x0b90ce5bb8492c42d9b68e6441d71e00	ConcentrationRiskByBenchmark=SalesRevenueNet;ConcentrationRiskByType=CustomerConcentrationRisk;LegalEntity=GraniteFallsEnergyLlcExcludingHeronLakeBioenergyLlc;MajorCustomers=RPMGInc.;ProductOrService=DistillersGrainsAndCornOil;	0
0x04756511f8f9eb72a8786fe2a9deec8e	LegalEntity=HeronLakeBioEnergyLLC;TypeOfArrangement=WaterTreatmentAgreement;	0
0x33da8060959ae0dc9a5ca031e8c8596e	ConcentrationRiskByBenchmark=AccountsReceivable;LegalEntity=HeronLakeBioEnergyLLC;	0
0x01d89adc3be1656601c0d1544ff7482a	DerivativeInstrumentRisk=CornContracts;LegalEntity=GraniteFallsEnergyLlcExcludingHeronLakeBioenergyLlc;Position=Long;	0
0x18062aba9efa53f8d9355cfcef898283	LegalEntity=HeronLakeBioEnergyLLC;TypeOfArrangement=NorthernBorderPipelineCompany;	0
0x2331a6ffdf1e279973e7bc2861355e38	DerivativeInstrumentRisk=CornOil;LegalEntity=HeronLakeBioEnergyLLC;TypeOfArrangement=RpmgInc.MarketingAgreement;	0
0x2c18498c627e36cf4e3edd511208368c	LegalEntity=HeronLakeBioEnergyLLC;TypeOfArrangement=EthanolMarketingAgreementWithEcoEnergyInc.;	0
0x329c1381abc13252ffdf5e7af8d73e22	LegalEntity=GraniteFallsEnergyLlcExcludingHeronLakeBioenergyLlc;TypeOfArrangement=UnrelatedCompanyConstructionAndMaintenanceAgreement;	0
0x40d6df2952322f0680295fc798b537ee	DerivativeInstrumentRisk=CornOil;LegalEntity=GraniteFallsEnergyLlcExcludingHeronLakeBioenergyLlc;Range=Minimum;TypeOfArrangement=RpmgInc.MarketingAgreement;	0
0x4423263980de3ecec3d7a12ea6a3de3f	Ownership=ProjectVikingLLC;	0
0x2d5963e354856e720b8ae0f7e27da05e	DerivativeInstrumentRisk=CornOil;LegalEntity=GraniteFallsEnergyLlcExcludingHeronLakeBioenergyLlc;TypeOfArrangement=RpmgInc.MarketingAgreement;	0
0x44a92add727cf1cb41f042dc9faed3dd	Ownership=HeronLakeBioEnergyLLC;	0
0x55b3b792c185e36178873305bc468927	ConcentrationRiskByBenchmark=AccountsReceivable;ConcentrationRiskByType=CreditConcentrationRisk;LegalEntity=GraniteFallsEnergyLlcExcludingHeronLakeBioenergyLlc;MajorCustomers=RPMGInc.;ProductOrService=DistillersGrainsAndCornOil;	0
0x69ecdfd1eed1407ea408c27a6f5dd4d0	DerivativeInstrumentRisk=CornContracts;LegalEntity=GraniteFallsEnergyLlcExcludingHeronLakeBioenergyLlc;Position=Short;	0
0x6495f75dcf042ece61c8afe56a04451a	DerivativeInstrumentRisk=DerivativesHeldByBroker;LegalEntity=HeronLakeBioEnergyLLC;	0
0x693d95482bbe4b40ee4f4bf5f4da9655	ConcentrationRiskByBenchmark=AccountsReceivable;LegalEntity=GraniteFallsEnergyLlcExcludingHeronLakeBioenergyLlc;	0
0x6f4660f16a4a4bc13bc62ccacdc4ca18	TypeOfArrangement=EthanolMarketingAgreementWithEcoEnergyInc.;	0
0x7259e552b000733f642688ec01dab471	DerivativeInstrumentRisk=CornOil;LegalEntity=HeronLakeBioEnergyLLC;Position=Short;	0
0x76404eb4d61f7c7b5dbf9cedfec33554	DerivativeInstrumentRisk=CornOil;LegalEntity=HeronLakeBioEnergyLLC;Range=Minimum;TypeOfArrangement=RpmgInc.MarketingAgreement;	0
0x814d92c827516e306493011fe353c941	DerivativeInstrumentRisk=CornContracts;LegalEntity=HeronLakeBioEnergyLLC;Position=Short;	0
0x8bf8f8d39cc67f65dee31ce0beaa5c0a	ConcentrationRiskByBenchmark=AccountsReceivable;ConcentrationRiskByType=CreditConcentrationRisk;LegalEntity=HeronLakeBioEnergyLLC;MajorCustomers=EcoEnergyInc.;ProductOrService=Ethanol;	0
0x8e649c3af620abd3fc9ed659de59d5ec	LegalEntity=GraniteFallsEnergyLlcExcludingHeronLakeBioenergyLlc;TypeOfArrangement=CornForwardCashAndBasisContractsPurchaseCommitments;	0
0x923774cdcc39c29f84e8af98033235cb	DerivativeInstrumentRisk=CornOil;TypeOfArrangement=RpmgInc.MarketingAgreement;	0
0xa1be33b552b22a5960ad629ce3db7f7d	PropertyPlantAndEquipmentByType=RailroadImprovements;	0
0x8e4697be7b58178ca6e448618569ec00	DerivativeInstrumentRisk=DistillersGrains;LegalEntity=HeronLakeBioEnergyLLC;Position=Short;	0
0xb1cbf09f19c0bb798c57288169311d39	DerivativeInstrumentRisk=DerivativesHeldByBroker;LegalEntity=GraniteFallsEnergyLlcExcludingHeronLakeBioenergyLlc;	0
0xac7868b97a930a17664ab9589a027217	ConcentrationRiskByBenchmark=SalesRevenueNet;ConcentrationRiskByType=CustomerConcentrationRisk;LegalEntity=HeronLakeBioEnergyLLC;MajorCustomers=EcoEnergyInc.;ProductOrService=Ethanol;	0
0xafaea962a1735d7bebdf859d72353f16	ConcentrationRiskByBenchmark=SalesRevenueNet;ConcentrationRiskByType=CustomerConcentrationRisk;LegalEntity=HeronLakeBioEnergyLLC;MajorCustomers=GavilonIngredientsLlc;ProductOrService=DistillersGrains;	0
0xb0ea158e5ec51d962e09f847f9799d4d	LegalEntity=HeronLakeBioEnergyLLC;TypeOfArrangement=CornForwardCashAndBasisContractsPurchaseCommitments;	0
